iter	Passed	Remaining
3350	135589	6028
3351	135648	5989
3352	135695	5949
3353	135739	5908
3354	135780	5868
3355	135820	5827
3356	135859	5787
3357	135897	5746
3358	135937	5706
3359	135978	5665
3360	136007	5624
3361	136046	5584
3362	136088	5543
3363	136133	5503
3364	136173	5463
3365	136213	5422
3366	136253	5382
3367	136290	5341
3368	136331	5301
3369	136368	5260
3370	136406	5219
3371	136444	5179
3372	136483	5138
3373	136520	5098
3374	136565	5057
3375	136606	5017
3376	136667	4977
3377	136728	4938
3378	136764	4897
3379	136800	4856
3380	136835	4816
3381	136874	4775
3382	136911	4735
3383	136951	4694
3384	137000	4654
3385	137058	4614
3386	137112	4574
3387	137153	4533
3388	137192	4493
3389	137228	4452
3390	137262	4412
3391	137300	4371
3392	137341	4331
3393	137378	4290
3394	137416	4249
3395	137448	4209
3396	137490	4168
3397	137535	4128
3398	137579	4088
3399	137614	4047
3400	137650	4006
3401	137690	3966
3402	137730	3925
3403	137766	3885
3404	137806	3844
3405	137850	3804
3406	137896	3764
3407	137930	3723
3408	137975	3683
3409	138012	3642
3410	138050	3602
3411	138086	3561
3412	138123	3520
3413	138171	3480
3414	138212	3440
3415	138253	3399
3416	138295	3359
3417	138336	3318
3418	138376	3278
3419	138414	3237
3420	138450	3197
3421	138490	3156
3422	138523	3116
3423	138567	3075
3424	138606	3035
3425	138647	2994
3426	138686	2954
3427	138730	2913
3428	138769	2873
3429	138809	2832
3430	138847	2792
3431	138887	2751
3432	138927	2711
3433	138964	2670
3434	139009	2630
3435	139054	2590
3436	139095	2549
3437	139138	2509
3438	139179	2468
3439	139217	2428
3440	139254	2387
3441	139292	2347
3442	139332	2306
3443	139370	2266
3444	139410	2225
3445	139447	2185
3446	139489	2144
3447	139534	2104
3448	139569	2063
3449	139609	2023
3450	139638	1982
3451	139684	1942
3452	139728	1901
3453	139769	1861
3454	139806	1820
3455	139850	1780
3456	139896	1740
3457	139936	1699
3458	139972	1659
3459	140009	1618
3460	140046	1578
3461	140088	1537
3462	140125	1497
3463	140156	1456
3464	140195	1416
3465	140236	1375
3466	140272	1335
3467	140313	1294
3468	140356	1254
3469	140399	1213
3470	140441	1173
3471	140490	1132
3472	140533	1092
3473	140572	1052
3474	140613	1011
3475	140652	971
3476	140684	930
3477	140727	890
3478	140768	849
3479	140805	809
3480	140846	768
3481	140884	728
3482	140928	687
3483	140975	647
3484	141012	606
3485	141052	566
3486	141088	525
3487	141131	485
3488	141179	445
3489	141223	404
3490	141279	364
3491	141314	323
3492	141351	283
3493	141387	242
3494	141425	202
3495	141462	161
3496	141505	121
3497	141539	80
3498	141579	40
3499	141619	0
